id,license_groups,chapter,chapter_name,question,option1,option2,option3,option4,answer_index,answer,is_critical,source_page,has_original_image
369,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Đường dành cho xe thô sơ""?",Biển 1.,Biển 2.,Biển 3.,,1,Biển 1.,False,92,True
370,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào báo hiệu sắp đến chỗ giao nhau nguy hiểm?,Biển 1.,Biển 1 và biển 2.,Biển 2 và biển 3.,Cả ba biển.,4,Cả ba biển.,False,93,True
371,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Giao nhau với đường sắt có rào chắn""?",Biển 1.,Biển 2 và biển 3.,Biển 3.,,1,Biển 1.,False,93,True
372,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Giao nhau có tín hiệu đèn""?",Biển 1.,Biển 2.,Biển 3.,Cả ba biển.,3,Biển 3.,False,93,True
373,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào báo hiệu nguy hiểm giao nhau với đường sắt?,Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,Cả ba biển.,2,Biển 1 và biển 3.,False,94,True
374,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào báo hiệu đường bộ giao nhau với đường sắt không có rào chắn?,Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,Cả ba biển.,3,Biển 2 và biển 3.,False,94,True
375,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào báo hiệu sắp đến chỗ giao nhau giữa đường bộ và đường sắt?,Biển 1.,Biển 2.,Biển 3.,Biển 1 và biển 3.,1,Biển 1.,False,94,True
376,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Cửa chui""?",Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,95,True
377,B/C/D/E/FC,5,Báo hiệu đường bộ,Hai biển này có ý nghĩa như thế nào?,Để chỉ nơi đường sắt giao vuông góc với đường bộ không có rào chắn.,"Để báo trước sắp đến vị trí giao cắt đường bộ với đường sắt cùng mức, không vuông góc và không có người gác, không có rào chắn.",Nơi đường sắt giao nhau với đường bộ.,,1,Để chỉ nơi đường sắt giao vuông góc với đường bộ không có rào chắn.,False,95,False
378,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Nơi đường sắt giao vuông góc với đường bộ""?",Biển 1.,Biển 2.,Biển 3.,Biển 1 và biển 2.,4,Biển 1 và biển 2.,False,95,True
379,B/C/D/E/FC,5,Báo hiệu đường bộ,Các biển này có ý nghĩa như thế nào?,Nơi đường sắt giao nhau với đường bộ.,Nơi đường sắt giao vuông góc với đường bộ.,"Để báo trước sắp đến vị trí đường sắt giao không vuông góc với đường bộ, không có người gác và không có rào chắn.",,3,"Để báo trước sắp đến vị trí đường sắt giao không vuông góc với đường bộ, không có người gác và không có rào chắn.",False,96,False
380,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Hết đoạn đường ưu tiên""?",Biển 1.,Biển 2.,Biển 3.,,3,Biển 3.,False,96,True
381,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu, chỉ dẫn xe đi trên đường này được quyền ưu tiên qua nơi giao nhau?",Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,Cả ba biển.,2,Biển 1 và biển 3.,False,96,True
382,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Giao nhau với đường không ưu tiên""?",Biển 1.,Biển 2.,Biển 3.,Biển 2 và biển 3.,1,Biển 1.,False,97,True
383,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Giao nhau với đường ưu tiên""?",Biển 1 và biển 3.,Biển 2.,Biển 3.,,2,Biển 2.,False,97,True
384,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Đường bị thu hẹp""?",Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,Cả ba biển.,1,Biển 1 và biển 2.,False,97,True
385,B/C/D/E/FC,5,Báo hiệu đường bộ,"Khi gặp biển nào, người lái xe phải giảm tốc độ, chú ý xe đi ngược chiều, xe đi ở phía đường bị hẹp phải nhường đường cho xe đi ngược chiều?",Biển 1.,Biển 1 và biển 3.,Biển 2 và biển 3.,Cả ba biển.,3,Biển 2 và biển 3.,False,98,True
386,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Giao nhau với đường ưu tiên""?",Biển 1.,Biển 2.,Biển 3.,Cả ba biển.,3,Biển 3.,False,98,True
387,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Đường giao nhau"" của các tuyến đường cùng cấp?",Biển 1.,Biển 2.,Biển 3.,,1,Biển 1.,False,98,True
388,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Giao nhau với đường không ưu tiên""?",Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,99,True
389,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Đường hai chiều""?",Biển 1.,Biển 2.,Biển 3.,,1,Biển 1.,False,99,True
390,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu phải giảm tốc độ, nhường đường cho xe cơ giới đi ngược chiều qua đường hẹp?",Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,99,True
391,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào chỉ dẫn ""Được ưu tiên qua đường hẹp""?",Biển 1.,Biển 2.,Biển 3.,Biển 2 và biển 3.,3,Biển 3.,False,100,True
392,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Đường đôi""?",Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,100,True
393,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Đường đôi""?",Biển 1.,Biển 2.,Biển 3.,,3,Biển 3.,False,100,True
394,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Kết thúc đường đôi""?",Biển 1.,Biển 2.,Biển 3.,,3,Biển 3.,False,101,True
395,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Giao nhau với đường hai chiều""?",Biển 1.,Biển 2.,Biển 3.,,1,Biển 1.,False,101,True
396,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Đường hai chiều""?",Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,101,True
397,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Giao nhau với đường hai chiều""?",Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,102,True
398,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Chú ý chướng ngại vật""?",Biển 1.,Biển 2 và biển 3.,Cả ba biển.,,2,Biển 2 và biển 3.,False,102,True
399,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào chỉ dẫn cho người tham gia giao thông biết vị trí và khoảng cách có làn đường cứu nạn hay làn thoát xe khẩn cấp?,Biển 1.,Biển 2.,Cả hai biển.,,2,Biển 2.,False,102,True
400,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Đường hầm""?",Cả ba biển.,Biển 2.,Biển 2 và biển 3.,,2,Biển 2.,False,103,True
401,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào dưới đây là biển ""Cầu hẹp""?",Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,103,True
402,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào dưới đây là biển ""Cầu quay - cầu cất""?",Biển 1.,Biển 2.,Biển 3.,,3,Biển 3.,False,103,True
403,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào dưới đây là biển ""Kè, vực sâu phía trước""?",Biển 1.,Biển 2.,Biển 3.,,1,Biển 1.,False,104,True
404,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào sau đây là biển ""Kè, vực sâu bên đường phía bên trái""?",Biển 1.,Biển 2.,Biển 3.,Biển 1 và biển 2.,3,Biển 3.,False,104,True
405,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào sau đây là biển ""Kè, vực sâu bên đường phía bên phải""?",Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,104,True
406,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào sau đây là biển ""Đường trơn""?",Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,105,True
407,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào sau đây là biển ""Lề đường nguy hiểm""?",Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,105,True
408,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào sau đây báo trước gần tới đoạn đường đang tiến hành thi công sửa chữa?,Biển 1.,Biển 2.,Biển 3.,Không biển nào.,1,Biển 1.,False,105,True
409,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào sau đây cảnh báo nguy hiểm đoạn đường thường xảy ra tai nạn?,Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,106,True
410,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào dưới đây báo hiệu đoạn đường hay xảy ra ùn tắc giao thông?,Biển 1.,Biển 2.,Biển 3.,Cả ba biển.,2,Biển 2.,False,106,True
411,B/C/D/E/FC,5,Báo hiệu đường bộ,Gặp biển nào người tham gia giao thông phải đi chậm và thận trọng đề phòng khả năng xuất hiện và di chuyển bất ngờ của trẻ em trên mặt đường?,Biển 1.,Biển 2.,,,2,Biển 2.,False,106,True
412,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào chỉ dẫn nơi bắt đầu đoạn đường dành cho người đi bộ?,Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,107,True
413,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào dưới đây báo hiệu gần đến đoạn đường thường có trẻ em đi ngang qua?,Biển 1.,Biển 2.,Biển 3.,Cả ba biển.,2,Biển 2.,False,107,True
414,B/C/D/E/FC,5,Báo hiệu đường bộ,"Gặp biển nào dưới đây người tham gia giao thông cần phải điều chỉnh tốc độ xe chạy cho thích hợp, đề phòng gió ngang thổi mạnh gây lật xe?",Biển 1.,Biển 2.,Cả hai biển.,,1,Biển 1.,False,107,True
415,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào sau đây là biển ""Dốc xuống nguy hiểm""?",Biển 1.,Biển 2.,,,1,Biển 1.,False,108,True
416,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào sau đây là biển ""Dốc lên nguy hiểm""?",Biển 1.,Biển 2.,,,2,Biển 2.,False,108,True
417,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển báo này có ý nghĩa như thế nào?,Chỗ ngoặt nguy hiểm có nguy cơ lật xe bên phải khi đường cong vòng sang trái.,Chỗ ngoặt nguy hiểm có nguy cơ lật xe bên trái khi đường cong vòng sang phải.,,,1,Chỗ ngoặt nguy hiểm có nguy cơ lật xe bên phải khi đường cong vòng sang trái.,False,108,False
418,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển báo này có ý nghĩa như thế nào?,Báo trước đoạn đường có gió ngang.,Báo trước đoạn đường trơn trượt.,Báo trước sắp đến bến phà.,,3,Báo trước sắp đến bến phà.,False,108,False
419,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển báo này có ý nghĩa như thế nào?,"Báo hiệu đường có ổ gà, lồi lõm.",Báo hiệu đường có gồ giảm tốc phía trước.,,,1,"Báo hiệu đường có ổ gà, lồi lõm.",False,109,False
420,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển báo này có ý nghĩa như thế nào?,"Báo hiệu đường có ổ gà, lồi lõm.",Báo hiệu đường có gồ giảm tốc phía trước.,,,2,Báo hiệu đường có gồ giảm tốc phía trước.,False,109,False
421,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển báo dưới đây có ý nghĩa như thế nào?,Để báo trước gần tới đoạn đường có hiện tượng đất đá từ trên ta luy dương sụt lở bất ngờ gây nguy hiểm cho xe cộ và người đi đường.,"Để báo trước nơi có kết cấu mặt đường rời rạc, khi phương tiện đi qua, làm cho các viên đá, sỏi văng lên gây nguy hiểm và mất an toàn cho người và phương tiện tham gia giao thông.","Để cảnh báo những đoạn nền đường yếu, đoạn đường đang theo dõi lún mà việc vận hành xe ở tốc độ cao có thể gây nguy hiểm.",,3,"Để cảnh báo những đoạn nền đường yếu, đoạn đường đang theo dõi lún mà việc vận hành xe ở tốc độ cao có thể gây nguy hiểm.",False,109,False
422,B/C/D/E/FC,5,Báo hiệu đường bộ,Các biển báo này có ý nghĩa như thế nào?,Để báo trước gần tới đoạn đường có hiện tượng đất đá từ trên ta luy dương sụt lở bất ngờ gây nguy hiểm cho xe cộ và người đi đường.,"Để báo trước nơi có kết cấu mặt đường rời rạc, khi phương tiện đi qua, làm cho các viên đá, sỏi văng lên gây nguy hiểm và mất an toàn cho người và phương tiện tham gia giao thông.","Để cảnh báo những đoạn nền đường yếu, đoạn đường đang theo dõi lún mà việc vận hành xe ở tốc độ cao có thể gây nguy hiểm.",,1,Để báo trước gần tới đoạn đường có hiện tượng đất đá từ trên ta luy dương sụt lở bất ngờ gây nguy hiểm cho xe cộ và người đi đường.,False,110,False
423,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển báo này có ý nghĩa như thế nào?,Để báo trước gần tới đoạn đường có hiện tượng đất đá từ trên ta luy dương sụt lở bất ngờ gây nguy hiểm cho xe cộ và người đi đường.,"Để báo trước nơi có kết cấu mặt đường rời rạc, khi phương tiện đi qua, làm cho các viên đá, sỏi văng lên gây nguy hiểm và mất an toàn cho người và phương tiện tham gia giao thông.","Để cảnh báo những đoạn nền đường yếu, đoạn đường đang theo dõi lún mà việc vận hành xe ở tốc độ cao có thể gây nguy hiểm.",,2,"Để báo trước nơi có kết cấu mặt đường rời rạc, khi phương tiện đi qua, làm cho các viên đá, sỏi văng lên gây nguy hiểm và mất an toàn cho người và phương tiện tham gia giao thông.",False,110,False
424,B/C/D/E/FC,5,Báo hiệu đường bộ,Gặp biển báo này người lái xe phải xử lý thế nào?,"Đi chậm, quan sát và dừng lại nếu gặp gia súc trên đường.",Bấm còi to để gia súc tránh đường và nhanh chóng di chuyển qua đoạn đường có gia súc.,,,1,"Đi chậm, quan sát và dừng lại nếu gặp gia súc trên đường.",False,110,False
425,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển báo này có ý nghĩa như thế nào?,Báo hiệu khu vực nguy hiểm thường xuyên có sét đánh.,Báo hiệu khu vực có đường dây điện cắt ngang phía trên tuyến đường.,,,2,Báo hiệu khu vực có đường dây điện cắt ngang phía trên tuyến đường.,False,111,False
426,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào báo hiệu các phương tiện phải đi đúng làn đường quy định và tuân thủ tốc độ tối đa cho phép?,Biển 1.,Biển 2.,Cả hai biển.,,2,Biển 2.,False,111,True
427,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào báo hiệu các phương tiện phải tuân thủ tốc độ tối đa cho phép trên từng làn đường?,Biển 1.,Biển 2.,Cả hai biển.,,3,Cả hai biển.,False,111,True
428,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Đường dành cho xe ô tô""?",Biển 1.,Biển 2.,,,1,Biển 1.,False,112,True
429,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Hết đoạn đường dành cho xe ô tô""?",Biển 1.,Biển 2.,,,2,Biển 2.,False,112,True
430,B/C/D/E/FC,5,Báo hiệu đường bộ,"Khi gặp biển nào thì các phương tiện không được đi vào, trừ xe ô tô và xe mô tô?",Biển 1.,Biển 2.,,,1,Biển 1.,False,112,True
431,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển này có ý nghĩa như thế nào?,Chỉ hướng đi phải theo.,Biển báo hiệu cho người lái xe biết số lượng làn đường trên mặt đường và hướng đi trên mỗi làn đường phải theo.,Chỉ hướng đường phải theo.,,2,Biển báo hiệu cho người lái xe biết số lượng làn đường trên mặt đường và hướng đi trên mỗi làn đường phải theo.,False,113,False
432,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào (đặt trước ngã ba, ngã tư) cho phép xe được rẽ sang hướng khác?",Biển 1.,Biển 2.,Không biển nào.,,3,Không biển nào.,False,113,True
433,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Hướng đi thẳng phải theo""?",Biển 1.,Biển 2.,,,1,Biển 1.,False,113,True
434,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Đường một chiều""?",Biển 1.,Biển 2.,Cả hai biển.,,2,Biển 2.,False,114,True
435,B/C/D/E/FC,5,Báo hiệu đường bộ,"Trong các biển dưới đây biển nào là biển ""Hết tốc độ tối đa cho phép""?",Biển 1.,Biển 2.,Biển 3.,Cả ba biển.,1,Biển 1.,False,114,True
436,B/C/D/E/FC,5,Báo hiệu đường bộ,"Hiệu lực của biển ""Tốc độ tối đa cho phép"" hết tác dụng khi gặp biển nào dưới đây?",Biển 1.,Biển 2.,Biển 3.,Biển 1 và biển 2.,4,Biển 1 và biển 2.,False,114,True
437,B/C/D/E/FC,5,Báo hiệu đường bộ,"Trong các biển dưới đây biển nào là biển ""Hết tốc độ tối thiểu""?",Biển 1.,Biển 2.,Biển 3.,Cả ba biển.,3,Biển 3.,False,115,True
438,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào dưới đây báo hiệu hết cấm vượt?,Biển 1.,Biển 2.,Biển 3.,Biển 2 và biển 3.,4,Biển 2 và biển 3.,False,115,True
439,B/C/D/E/FC,5,Báo hiệu đường bộ,"Trong các biển dưới đây biển nào là biển ""Hết mọi lệnh cấm""?",Biển 1.,Biển 2.,Biển 3.,Cả ba biển.,2,Biển 2.,False,115,True
440,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào cho phép được quay đầu xe đi theo hướng ngược lại khi đặt biển trước ngã ba, ngã tư?",Biển 1.,Biển 2.,Biển 3.,Không biển nào.,3,Biển 3.,False,116,True
441,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào không cho phép rẽ phải?,Biển 1.,Biển 2.,Biển 3.,Biển 1 và biển 3.,1,Biển 1.,False,116,True
442,B/C/D/E/FC,5,Báo hiệu đường bộ,"Khi đến chỗ giao nhau, gặp biển nào thì người lái xe không được cho xe đi thẳng, phải rẽ sang hướng khác?",Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,Cả ba biển.,1,Biển 1 và biển 2.,False,116,True
443,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào cho phép quay đầu xe?,Biển 1.,Biển 2.,Cả hai biển.,,3,Cả hai biển.,False,117,True
444,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào chỉ dẫn tên đường trên các tuyến đường đối ngoại?,Biển 1.,Biển 2.,Biển 3.,Biển 1 và biển 2.,3,Biển 3.,False,117,True
445,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển số 1 có ý nghĩa như thế nào?,Biển chỉ dẫn hết cấm đỗ xe theo giờ trong khu vực.,Biển chỉ dẫn hết hiệu lực khu vực đỗ xe trên các tuyến đường đối ngoại.,Biển chỉ dẫn khu vực đỗ xe trên các tuyến đường đối ngoại.,,1,Biển chỉ dẫn hết cấm đỗ xe theo giờ trong khu vực.,False,117,False
446,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển số 3 có ý nghĩa như thế nào?,Biển chỉ dẫn khu vực cấm đỗ xe trên các tuyến đường đối ngoại.,Biển chỉ dẫn khu vực đỗ xe trên các tuyến đường đối ngoại.,Biển hạn chế tốc độ tối đa trong khu vực.,Biển chỉ dẫn hết hiệu lực khu vực cấm đỗ xe theo giờ trên các tuyến đường đối ngoại.,3,Biển hạn chế tốc độ tối đa trong khu vực.,False,118,False
447,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Đường phía trước có làn đường dành cho ô tô khách""?",Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,118,True
448,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Rẽ ra đường có làn đường dành cho ô tô khách""?",Biển 1.,Biển 2.,Biển 3.,,3,Biển 3.,False,118,True
449,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào đặt trên đường chính trước khi đến nơi đường giao nhau để rẽ vào đường cụt?,Biển 1 và 2.,Cả ba biển.,Không biển nào.,,1,Biển 1 và 2.,False,119,True
450,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào chỉ dẫn cho người đi bộ sử dụng cầu vượt qua đường?,Biển 1.,Biển 2.,Cả hai biển.,Không biển nào.,1,Biển 1.,False,119,True
451,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào chỉ dẫn cho người đi bộ sử dụng hầm chui qua đường?,Biển 1.,Biển 2.,Cả hai biển.,Không biển nào.,2,Biển 2.,False,119,True
452,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Nơi đỗ xe dành cho người khuyết tật""?",Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,120,True
453,B/C/D/E/FC,5,Báo hiệu đường bộ,"Gặp biển báo này, người lái xe phải đỗ xe như thế nào?",Đỗ xe hoàn toàn trên hè phố.,Đỗ xe hoàn toàn dưới lòng đường.,Đỗ từ 1/2 thân xe trở lên trên hè phố.,,3,Đỗ từ 1/2 thân xe trở lên trên hè phố.,False,120,False
454,B/C/D/E/FC,5,Báo hiệu đường bộ,"Gặp biển báo này, người tham gia giao thông phải xử lý như thế nào?",Dừng xe tại khu vực có trạm Cảnh sát giao thông.,Tiếp tục lưu thông với tốc độ bình thường.,Phải giảm tốc độ đến mức an toàn và không được vượt khi đi qua khu vực này.,,3,Phải giảm tốc độ đến mức an toàn và không được vượt khi đi qua khu vực này.,False,120,False
455,B/C/D/E/FC,5,Báo hiệu đường bộ,"Gặp biển báo dưới đây, người lái xe có bắt buộc phải chạy vòng theo đảo an toàn theo hướng mũi tên khi muốn chuyển hướng hay không?",Bắt buộc.,Không bắt buộc.,,,1,Bắt buộc.,False,121,True
456,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào dưới đây chỉ dẫn địa giới hành chính giữa các thành phố, tỉnh, huyện?",Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,121,True
457,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Cầu vượt liên thông""?",Biển 2 và biển 3.,Biển 1 và biển 2.,Biển 1 và biển 3.,Cả ba biển.,3,Biển 1 và biển 3.,False,121,True
458,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển số 1 có ý nghĩa như thế nào?,Đi thẳng hoặc rẽ trái trên cầu vượt.,Đi thẳng hoặc rẽ phải trên cầu vượt.,Báo hiệu cầu vượt liên thông.,,3,Báo hiệu cầu vượt liên thông.,False,122,False
459,B/C/D/E/FC,5,Báo hiệu đường bộ,"Biển nào báo hiệu ""Tuyến đường cầu vượt cắt qua""?",Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2 và biển 3.,,1,Biển 1 và biển 2.,False,122,True
460,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển báo dưới đây có ý nghĩa như thế nào?,Chỉ dẫn khoảng cách đến làn đường cứu nạn (làn thoát xe khẩn cấp).,Báo hiệu đường cụt phía trước.,Báo hiệu nút giao gần nhất phía trước.,Báo hiệu trạm dừng nghỉ phía trước.,1,Chỉ dẫn khoảng cách đến làn đường cứu nạn (làn thoát xe khẩn cấp).,False,122,False
461,B/C/D/E/FC,5,Báo hiệu đường bộ,"Tại đoạn đường có biển ""Làn đường dành riêng cho từng loại xe"" dưới đây, các phương tiện có được phép chuyển sang làn khác để đi theo hành trình mong muốn khi đến gần nơi đường bộ giao nhau hay không?",Được phép chuyển sang làn khác.,"Không được phép chuyển sang làn khác, chỉ được đi trong làn quy định theo biển.",,,1,Được phép chuyển sang làn khác.,False,123,False
462,B/C/D/E/FC,5,Báo hiệu đường bộ,"Tại đoạn đường có cắm biển dưới đây, xe tải và xe khách có được phép đi vào không?",Có.,Không.,,,1,Có.,False,123,False
463,B/C/D/E/FC,5,Báo hiệu đường bộ,"Tại đoạn đường có cắm biển dưới đây, xe tải và xe khách có được phép đi vào không?",Có.,Không.,,,2,Không.,False,123,False
464,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào báo hiệu kết thúc đường cao tốc?,Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,124,True
465,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển này có ý nghĩa như thế nào?,Chỉ dẫn sắp đến vị trí nhập làn xe.,Chỉ dẫn vị trí nhập làn xe cách 250 m.,Chỉ dẫn vị trí nhập làn cách trạm thu phí 250 m.,,2,Chỉ dẫn vị trí nhập làn xe cách 250 m.,False,124,False
466,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào chỉ dẫn nhập làn xe?,Biển 1.,Biển 2.,Cả hai biển.,,3,Cả hai biển.,False,124,True
467,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển này có ý nghĩa như thế nào?,Bắt đầu đường cao tốc.,"Chỉ dẫn địa giới đường cao tốc, chiều dài đường cao tốc.","Tên và ký hiệu đường cao tốc, giá trị hạn chế tốc độ tối đa và tối thiểu.",Ý 1 và ý 3.,4,Ý 1 và ý 3.,False,125,False
468,B/C/D/E/FC,5,Báo hiệu đường bộ,Ý nghĩa các biểu tượng ghi trên biển chỉ dẫn là như thế nào?,"Xăng dầu, ăn uống, thông tin, sửa chữa xe.","Xăng dầu, ăn uống, nhà nghỉ, sửa chữa xe.","Xăng dầu, ăn uống, cấp cứu, sửa chữa xe.",,1,"Xăng dầu, ăn uống, thông tin, sửa chữa xe.",False,125,False
469,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển này có ý nghĩa như thế nào?,Chỉ dẫn đến trạm kiểm tra tải trọng xe.,Chỉ dẫn hướng rẽ vào nơi đặt trạm kiểm tra tải trọng xe.,Chỉ dẫn khoảng cách đến trạm kiểm tra tải trọng xe cách 750 m.,,3,Chỉ dẫn khoảng cách đến trạm kiểm tra tải trọng xe cách 750 m.,False,125,False
470,B/C/D/E/FC,5,Báo hiệu đường bộ,"Trên đường cao tốc, gặp biển nào thì người lái xe đi theo hướng bên trái để tránh chướng ngại vật?",Biển 1.,Biển 2.,Biển 3.,,1,Biển 1.,False,126,True
471,B/C/D/E/FC,5,Báo hiệu đường bộ,"Trên đường cao tốc, gặp biển nào thì người lái xe đi theo hướng bên phải để tránh chướng ngại vật?",Biển 1.,Biển 2.,Biển 3.,,3,Biển 3.,False,126,True
472,B/C/D/E/FC,5,Báo hiệu đường bộ,"Trên đường cao tốc, gặp biển nào thì người lái xe đi được cả hai hướng (bên trái hoặc bên phải) để tránh chướng ngại vật?",Biển 1.,Biển 2.,Biển 3.,,2,Biển 2.,False,126,True
473,B/C/D/E/FC,5,Báo hiệu đường bộ,"Trên đường cao tốc, gặp biển nào người lái xe phải chú ý đổi hướng đi khi sắp vào đường cong nguy hiểm?",Biển 1 và biển 2.,Biển 1 và biển 3.,Biển 2.,Biển 3.,2,Biển 1 và biển 3.,False,127,True
474,B/C/D/E/FC,5,Báo hiệu đường bộ,Biển nào chỉ dẫn người lái xe đi được cả hai hướng?,Biển 1.,Biển 2.,,,2,Biển 2.,False,127,True
